CASE #,DATE  OF OCCURRENCE,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT
HX354043,18/7/14,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2023,25
HX353705,18/7/14,BURGLARY,ATTEMPT FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1433,25
HX350758,18/7/14,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,2232,25
HX335936,7/7/14,BURGLARY,UNLAWFUL ENTRY,CONSTRUCTION SITE,TRUE,FALSE,1224,1
HX338590,9/7/14,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CONSTRUCTION SITE,TRUE,FALSE,1433,1
HX344931,11/7/14,THEFT,FROM BUILDING,CONSTRUCTION SITE,FALSE,FALSE,1834,6
HX348452,11/7/14,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,123,9
HX344394,13/7/14,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,FALSE,FALSE,632,11
HX345682,14/7/14,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,FALSE,FALSE,2213,11
HX346325,15/7/14,THEFT,ATTEMPT THEFT,CONSTRUCTION SITE,TRUE,FALSE,1124,12
HX347248,16/7/14,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,1235,12
HX348474,16/7/14,THEFT,$500 AND UNDER,CONSTRUCTION SITE,FALSE,FALSE,1414,12
HX347775,16/7/14,ASSAULT,AGGRAVATED: HANDGUN,CONSTRUCTION SITE,FALSE,FALSE,1211,14
HX347783,16/7/14,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,FALSE,FALSE,1123,14
HX351313,18/7/14,CRIMINAL DAMAGE,TO VEHICLE,CONSTRUCTION SITE,FALSE,FALSE,911,18
HX356642,18/7/14,THEFT,FROM BUILDING,CONSTRUCTION SITE,FALSE,FALSE,122,22
HX332926,5/7/14,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,423,1
HX334619,6/7/14,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,FALSE,FALSE,733,1
HX333510,6/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,1132,1
HX333879,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,FALSE,FALSE,113,1
HX333944,6/7/14,ASSAULT,SIMPLE,CONVENIENCE STORE,TRUE,FALSE,1632,1
HX334088,6/7/14,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,511,2
HX334183,6/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,2432,3
HX334418,7/7/14,ROBBERY,STRONGARM - NO WEAPON,CONVENIENCE STORE,TRUE,FALSE,2512,4
HX335014,7/7/14,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,511,4
HX345703,7/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,FALSE,FALSE,1222,4
HX335095,7/7/14,ASSAULT,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,1533,4
HX335316,7/7/14,ASSAULT,SIMPLE,CONVENIENCE STORE,TRUE,FALSE,934,4
HX335240,7/7/14,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,1134,4
HX335862,8/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,121,4
HX336495,8/7/14,BATTERY,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,1522,5
HX337244,8/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,1232,5
HX337591,9/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,422,5
HX337683,9/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,513,6
HX340450,9/7/14,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,422,6
HX339090,10/7/14,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,2234,6
HX339055,10/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1934,7
HX339481,10/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,113,8
HX339762,10/7/14,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,312,8
HX339824,10/7/14,ASSAULT,SIMPLE,CONVENIENCE STORE,FALSE,TRUE,224,9
HX340058,10/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,824,9
HX340230,11/7/14,THEFT,ATTEMPT THEFT,CONVENIENCE STORE,FALSE,FALSE,1933,11
HX340509,11/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,1134,11
HX340974,11/7/14,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,CONVENIENCE STORE,FALSE,FALSE,422,11
HX343723,11/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CONVENIENCE STORE,FALSE,FALSE,2211,11
HX341401,11/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1722,11
HX341423,11/7/14,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,FALSE,FALSE,612,12
HX342407,12/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,113,12
HX342487,12/7/14,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,123,15
HX342531,12/7/14,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,1834,15
HX342946,13/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1733,16
HX343328,13/7/14,PUBLIC PEACE VIOLATION,BOMB THREAT,CONVENIENCE STORE,FALSE,FALSE,1811,17
HX344409,13/7/14,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,FALSE,FALSE,414,17
HX345298,14/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,821,17
HX346751,15/7/14,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,411,18
HX346817,15/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,2413,18
HX348050,16/7/14,ROBBERY,ARMED: OTHER FIREARM,CONVENIENCE STORE,FALSE,FALSE,1112,18
HX348439,17/7/14,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1811,19
HX348855,17/7/14,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,1121,19
HX348943,17/7/14,CRIMINAL DAMAGE,TO VEHICLE,CONVENIENCE STORE,FALSE,FALSE,1722,20
HX349453,17/7/14,CRIMINAL DAMAGE,TO VEHICLE,CONVENIENCE STORE,FALSE,FALSE,633,22
HX358307,18/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,FALSE,FALSE,2011,22
HX350427,18/7/14,BATTERY,SIMPLE,CONVENIENCE STORE,TRUE,FALSE,423,24
HX385631,18/7/14,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,622,24
HX350530,18/7/14,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,934,25
HX334692,7/7/14,BATTERY,AGG PRO EMP HANDS SERIOUS INJ,CTA BUS,FALSE,FALSE,411,1
HX334931,7/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA BUS,FALSE,FALSE,621,1
HX335253,7/7/14,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,TRUE,FALSE,711,1
HX337643,8/7/14,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,1131,2
HX336643,8/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,723,3
HX337091,8/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,124,3
HX337311,8/7/14,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,711,3
HX337451,9/7/14,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,FALSE,FALSE,1915,4
HX344731,9/7/14,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,835,4
HX338868,9/7/14,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,1934,4
HX337941,9/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,314,6
HX340261,9/7/14,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,1935,6
HX339000,9/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA BUS,FALSE,FALSE,1935,7
HX339181,10/7/14,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,1723,7
HX339427,10/7/14,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,1112,7
HX339538,10/7/14,BATTERY,AGG PO HANDS NO/MIN INJURY,CTA BUS,TRUE,FALSE,1213,8
HX340113,10/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,224,8
HX340550,11/7/14,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,FALSE,FALSE,114,8
HX340931,11/7/14,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,1934,10
HX345689,11/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,1813,11
HX341229,11/7/14,ASSAULT,SIMPLE,CTA BUS,FALSE,FALSE,123,11
HX345823,12/7/14,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,825,12
HX342564,12/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,1934,12
HX342699,12/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,FALSE,FALSE,624,14
HX343143,13/7/14,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,CTA BUS,TRUE,FALSE,2524,17
HX343441,13/7/14,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,FALSE,FALSE,413,18
HX344351,14/7/14,BATTERY,SIMPLE,CTA BUS,TRUE,FALSE,1225,18
HX344458,14/7/14,THEFT,OVER $500,CTA BUS,FALSE,FALSE,1811,18
HX344585,14/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,1022,19
HX373714,14/7/14,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,1834,19
HX346477,15/7/14,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,2532,19
HX346132,15/7/14,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,412,19
HX346163,15/7/14,ASSAULT,SIMPLE,CTA BUS,TRUE,FALSE,2221,19
HX346707,15/7/14,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,TRUE,FALSE,2013,19
HX353860,17/7/14,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,1423,20
HX350373,18/7/14,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,FALSE,FALSE,322,22
HX350431,18/7/14,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,CTA BUS,FALSE,FALSE,313,25
HX350829,18/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,FALSE,FALSE,2533,25
HX350912,18/7/14,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,832,25
HX333492,6/7/14,THEFT,OVER $500,CTA BUS STOP,FALSE,FALSE,934,1
HX334901,7/7/14,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS STOP,FALSE,FALSE,133,1
HX338249,7/7/14,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,FALSE,FALSE,324,1
HX335948,8/7/14,BATTERY,SIMPLE,CTA BUS STOP,FALSE,FALSE,835,2
HX335949,8/7/14,BATTERY,AGGRAVATED: HANDGUN,CTA BUS STOP,FALSE,FALSE,725,2
HX337251,8/7/14,KIDNAPPING,CHILD ABDUCTION/STRANGER,CTA BUS STOP,FALSE,FALSE,2433,2
HX337007,8/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,TRUE,FALSE,411,3
HX338056,9/7/14,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,FALSE,FALSE,224,4
HX338053,9/7/14,THEFT,POCKET-PICKING,CTA BUS STOP,FALSE,FALSE,932,6
HX338472,9/7/14,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS STOP,TRUE,FALSE,1623,6
HX338887,10/7/14,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,FALSE,FALSE,1012,6
HX339143,10/7/14,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,723,7
HX339352,10/7/14,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS STOP,TRUE,FALSE,224,7
HX339403,10/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,FALSE,FALSE,634,7
HX340518,11/7/14,ASSAULT,SIMPLE,CTA BUS STOP,FALSE,FALSE,1223,8
HX341914,12/7/14,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,623,9
HX342329,12/7/14,NARCOTICS,POSS: LOOK-ALIKE DRUGS,CTA BUS STOP,TRUE,FALSE,1824,9
HX344075,13/7/14,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,CTA BUS STOP,FALSE,FALSE,723,9
HX345120,14/7/14,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,1223,10
HX346315,15/7/14,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,123,11
HX347105,16/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,FALSE,FALSE,133,12
HX347410,16/7/14,BATTERY,AGG PO HANDS NO/MIN INJURY,CTA BUS STOP,TRUE,FALSE,212,12
HX347979,16/7/14,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS STOP,TRUE,FALSE,1132,16
HX348596,17/7/14,ROBBERY,AGGRAVATED,CTA BUS STOP,FALSE,FALSE,925,16
HX350247,18/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA BUS STOP,FALSE,FALSE,611,18
HX350260,18/7/14,THEFT,FROM COIN-OP MACHINE/DEVICE,CTA BUS STOP,FALSE,FALSE,1621,24
HX333771,6/7/14,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA GARAGE / OTHER PROPERTY,TRUE,FALSE,1913,2
HX337848,9/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,TRUE,FALSE,634,2
HX346037,11/7/14,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,1122,6
HX343999,13/7/14,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,231,6
HX346765,15/7/14,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,231,9
HX345750,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,TRUE,FALSE,634,11
HX346702,15/7/14,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,923,19
HX335329,7/7/14,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,FALSE,FALSE,912,1
HX334971,7/7/14,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,TRUE,FALSE,123,1
HX335484,7/7/14,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,112,1
HX335637,7/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,TRUE,215,1
HX535597,8/7/14,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,CTA PLATFORM,TRUE,FALSE,113,1
HX337939,8/7/14,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,925,1
HX337059,8/7/14,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,TRUE,FALSE,122,1
HX338106,9/7/14,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,311,1
HX338004,9/7/14,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,TRUE,FALSE,113,1
HX340415,11/7/14,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1214,1
HX340535,11/7/14,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1113,1
HX342739,12/7/14,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1424,2
HX343729,13/7/14,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA PLATFORM,TRUE,FALSE,1813,3
HX343780,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1132,6
HX345372,14/7/14,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,2023,6
HX345532,14/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,TRUE,1412,7
HX351441,15/7/14,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,121,9
HX347974,16/7/14,ASSAULT,AGGRAVATED: HANDGUN,CTA PLATFORM,FALSE,TRUE,111,9
HX346938,16/7/14,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA PLATFORM,FALSE,FALSE,113,11
HX348803,16/7/14,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,623,11
HX348331,17/7/14,ASSAULT,SIMPLE,CTA PLATFORM,TRUE,FALSE,113,11
HX348611,17/7/14,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,1214,12
HX349566,17/7/14,CRIMINAL DAMAGE,TO VEHICLE,CTA PLATFORM,FALSE,FALSE,634,12
HX349796,18/7/14,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,711,14
HX349792,18/7/14,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,1113,14
HX350629,18/7/14,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,113,18
HX350709,18/7/14,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,122,20
HX333283,6/7/14,SEX OFFENSE,PUBLIC INDECENCY,CTA STATION,TRUE,FALSE,723,1
HX334702,7/7/14,ASSAULT,SIMPLE,CTA STATION,TRUE,FALSE,1933,1
HX334740,7/7/14,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,TRUE,FALSE,322,1
HX338367,9/7/14,ASSAULT,SIMPLE,CTA STATION,TRUE,FALSE,1713,3
HX341977,10/7/14,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,1732,7
HX340461,11/7/14,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA STATION,FALSE,FALSE,1022,7
HX350241,11/7/14,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,122,7
HX342018,12/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA STATION,TRUE,FALSE,1623,8
HX343193,13/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,FALSE,FALSE,2535,9
HX343888,13/7/14,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,TRUE,FALSE,1832,9
HX344500,14/7/14,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,711,10
HX345362,14/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA STATION,FALSE,FALSE,821,10
HX345945,15/7/14,THEFT,POCKET-PICKING,CTA STATION,FALSE,FALSE,122,11
HX345879,15/7/14,THEFT,PURSE-SNATCHING,CTA STATION,FALSE,FALSE,1122,16
HX348589,17/7/14,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,CTA STATION,TRUE,FALSE,711,17
HX348833,17/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,FALSE,FALSE,914,17
HX349258,17/7/14,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,1012,18
HX349173,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,CTA STATION,TRUE,FALSE,935,19
HX350844,18/7/14,THEFT,POCKET-PICKING,CTA STATION,FALSE,FALSE,111,25
HX333272,6/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,113,1
HX333055,6/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,FALSE,FALSE,1532,1
HX333168,6/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,FALSE,FALSE,113,1
HX334288,6/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,111,1
HX334444,7/7/14,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,FALSE,FALSE,511,1
HX335322,7/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,224,1
HX337587,7/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1423,1
HX335683,7/7/14,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,711,1
HX337519,8/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1924,1
HX336662,8/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,111,1
HX337081,8/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,123,1
HX337742,9/7/14,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,2422,1
HX337435,9/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,FALSE,FALSE,1225,1
HX338971,9/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,113,1
HX337708,9/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1123,1
HX346062,9/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,313,2
HX344670,10/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,121,3
HX340435,10/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,FALSE,FALSE,1512,5
HX339092,10/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,725,6
HX339634,10/7/14,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,1234,7
HX342846,12/7/14,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,FALSE,FALSE,1923,7
HX343183,13/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,2535,9
HX343430,13/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA TRAIN,FALSE,FALSE,131,11
HX348624,13/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1832,11
HX344612,14/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1512,11
HX345925,14/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1831,11
HX348399,15/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,131,12
HX346247,15/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,113,12
HX353937,15/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,122,12
HX346407,15/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1512,12
HX350881,15/7/14,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,FALSE,FALSE,1234,12
HX346968,16/7/14,ROBBERY,ARMED: HANDGUN,CTA TRAIN,FALSE,FALSE,1214,14
HX348043,16/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1722,15
HX347720,16/7/14,ROBBERY,ARMED: HANDGUN,CTA TRAIN,TRUE,FALSE,131,15
HX347737,16/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1113,15
HX350234,16/7/14,THEFT,PURSE-SNATCHING,CTA TRAIN,FALSE,FALSE,623,15
HX347967,16/7/14,NARCOTICS,POSS: HEROIN(BRN/TAN),CTA TRAIN,TRUE,FALSE,123,17
HX348156,16/7/14,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA TRAIN,FALSE,FALSE,1122,18
HX348539,17/7/14,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1134,18
HX348816,17/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,914,19
HX349393,17/7/14,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA TRAIN,TRUE,FALSE,123,19
HX353201,17/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,122,19
HX415006,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,CTA TRAIN,FALSE,TRUE,1222,24
HX350986,18/7/14,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1923,25
HX354471,7/7/14,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CURRENCY EXCHANGE,FALSE,FALSE,1221,1
HX374763,7/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,FALSE,FALSE,1111,2
HX385834,8/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,TRUE,FALSE,623,2
HX354356,8/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,FALSE,FALSE,631,2
HX340369,8/7/14,ASSAULT,SIMPLE,CURRENCY EXCHANGE,FALSE,FALSE,222,3
HX339727,10/7/14,ROBBERY,STRONGARM - NO WEAPON,CURRENCY EXCHANGE,FALSE,FALSE,632,6
HX347627,11/7/14,THEFT,$500 AND UNDER,CURRENCY EXCHANGE,FALSE,FALSE,124,6
HX347738,11/7/14,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,FALSE,FALSE,323,6
HX340787,11/7/14,THEFT,$500 AND UNDER,CURRENCY EXCHANGE,FALSE,FALSE,634,6
HX444261,12/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,FALSE,FALSE,1112,6
HX422755,14/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,FALSE,FALSE,224,6
HX346329,15/7/14,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,CURRENCY EXCHANGE,FALSE,FALSE,1112,6
HX346849,16/7/14,CRIMINAL TRESPASS,TO LAND,CURRENCY EXCHANGE,FALSE,FALSE,1921,9
HX385893,16/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,TRUE,FALSE,623,11
HX355369,16/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,FALSE,FALSE,925,11
HX385862,16/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,TRUE,FALSE,623,11
HX379247,17/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,FALSE,FALSE,1824,11
HX360994,17/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,TRUE,FALSE,1112,12
HX393888,17/7/14,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,FALSE,FALSE,624,17
HX528374,18/7/14,THEFT,OVER $500,CURRENCY EXCHANGE,TRUE,FALSE,1732,18
HX350618,18/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CURRENCY EXCHANGE,FALSE,FALSE,1824,18
