"CASE #","DATE OF OCCURRENCE","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","X PLOT VALUE","Y PLOT VALUE","DISTRICT","RANGE INDEX","SCORE"
"HX342528","12/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","HOTEL/MOTEL","N","N","2232","506","174","6","11","4229"
"HX342051","12/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","N","N","112","549","638","7","8","2549"
"HX342210","12/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","HOTEL/MOTEL","Y","N","114","561","635","8","9","2974"
"HX342227","12/7/14","THEFT","OVER $500","HOTEL/MOTEL","N","N","123","544","615","8","16","7169"
"HX342318","12/7/14","ASSAULT","SIMPLE","HOTEL/MOTEL","Y","N","713","490","385","8","0","104"
"HX377476","12/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","N","N","111","551","652","16","8","2549"
"HX344720","13/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","N","N","1834","561","670","17","8","2549"
"HX365107","13/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","Y","N","111","551","652","18","8","2554"
"HX345738","14/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","N","N","123","544","615","18","8","2549"
"HX345811","15/7/14","CRIMINAL TRESPASS","TO LAND","HOTEL/MOTEL","N","N","131","549","580","18","2","449"
"HX348721","15/7/14","BURGLARY","UNLAWFUL ENTRY","HOTEL/MOTEL","Y","N","113","549","633","18","11","4234"
"HX397996","15/7/14","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","HOTEL/MOTEL","N","N","111","551","652","18","1","239"
"HX347122","16/7/14","THEFT","$500 AND UNDER","HOTEL/MOTEL","N","N","334","659","323","18","2","449"
"HX347152","16/7/14","THEFT","OVER $500","HOTEL/MOTEL","Y","N","113","549","633","18","16","7174"
"HX347474","16/7/14","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","HOTEL/MOTEL","N","N","111","551","652","18","2","449"
"HX347657","16/7/14","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","HOTEL/MOTEL","Y","N","1925","513","823","18","2","454"
"HX349017","16/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","N","N","1833","558","685","18","8","2549"
"HX348931","16/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","N","N","112","549","638","18","8","2549"
"HX348359","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","HOTEL/MOTEL","N","Y","1834","561","670","18","2","444"
"HX348668","17/7/14","THEFT","OVER $500","HOTEL/MOTEL","N","N","1834","561","670","18","16","7169"
"HX348380","17/7/14","THEFT","$500 AND UNDER","HOTEL/MOTEL","N","N","411","560","226","18","2","449"
"HX348384","17/7/14","ASSAULT","SIMPLE","HOTEL/MOTEL","N","Y","2011","400","913","18","0","94"
"HX353715","17/7/14","THEFT","$500 AND UNDER","HOTEL/MOTEL","N","N","833","353","321","19","2","449"
"HX349455","17/7/14","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","HOTEL/MOTEL","N","N","834","353","269","20","19","15149"
"HX353069","18/7/14","THEFT","FROM BUILDING","HOTEL/MOTEL","N","N","1832","541","682","22","8","2549"
"HX337248","8/7/14","OTHER OFFENSE","SEX OFFENDER: FAIL REG NEW ADD","JAIL / LOCK-UP FACILITY","Y","N","1033","407","529","10","11","4234"
"HX340356","11/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","JAIL / LOCK-UP FACILITY","Y","N","1033","407","529","10","2","454"
"HX347178","14/7/14","OTHER OFFENSE","TELEPHONE THREAT","JAIL / LOCK-UP FACILITY","N","Y","1225","0","0","10","1","234"
"HX351951","17/7/14","STALKING","AGGRAVATED","JAIL / LOCK-UP FACILITY","Y","N","1033","407","529","12","6","1714"
"HX333769","6/7/14","BATTERY","AGG PO HANDS NO/MIN INJURY","LAKEFRONT/WATERFRONT/RIVERBANK","Y","N","2431","471","978","1","9","2974"
"HX338631","9/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","LAKEFRONT/WATERFRONT/RIVERBANK","Y","N","2024","497","885","17","11","4234"
"HX342587","12/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","LAKEFRONT/WATERFRONT/RIVERBANK","Y","N","1915","498","848","19","2","454"
"HX344133","14/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","LAKEFRONT/WATERFRONT/RIVERBANK","N","Y","1712","340","890","19","2","444"
"HX442756","15/7/14","OFFENSE INVOLVING CHILDREN","SEX ASSLT OF CHILD BY FAM MBR","LAKEFRONT/WATERFRONT/RIVERBANK","Y","Y","1914","507","865","20","19","15149"
"HX349932","16/7/14","ASSAULT","SIMPLE","LAKEFRONT/WATERFRONT/RIVERBANK","N","N","114","561","635","24","0","99"
"HX335193","7/7/14","THEFT","$500 AND UNDER","LIBRARY","N","N","823","379","363","1","2","449"
"HX337169","8/7/14","THEFT","$500 AND UNDER","LIBRARY","N","N","2433","471","943","1","2","449"
"HX338182","9/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","LIBRARY","N","N","1221","0","0","2","9","2969"
"HX340029","9/7/14","THEFT","FROM BUILDING","LIBRARY","N","N","211","471","322","3","8","2549"
"HX339349","10/7/14","THEFT","$500 AND UNDER","LIBRARY","Y","N","113","549","633","4","2","454"
"HX340377","11/7/14","OFFENSE INVOLVING CHILDREN","CHILD PORNOGRAPHY","LIBRARY","N","N","1233","511","566","8","17","8009"
"HX345046","14/7/14","THEFT","FROM BUILDING","LIBRARY","N","N","324","579","320","12","8","2549"
"HX345884","15/7/14","ASSAULT","SIMPLE","LIBRARY","Y","N","113","549","633","12","0","104"
"HX346076","15/7/14","ASSAULT","SIMPLE","LIBRARY","N","N","1421","404","727","14","0","99"
"HX349039","17/7/14","SEX OFFENSE","PUBLIC INDECENCY","LIBRARY","N","N","2433","471","943","24","2","449"
"HX357528","17/7/14","THEFT","FROM BUILDING","LIBRARY","N","N","424","688","245","24","8","2549"
"HX339132","8/7/14","ASSAULT","SIMPLE","MEDICAL/DENTAL OFFICE","N","N","823","379","363","1","0","99"
"HX338192","9/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","MEDICAL/DENTAL OFFICE","N","N","2221","459","227","3","1","239"
"HX338121","9/7/14","THEFT","$500 AND UNDER","MEDICAL/DENTAL OFFICE","Y","N","823","379","363","8","2","454"
"HX365285","11/7/14","BATTERY","SIMPLE","MEDICAL/DENTAL OFFICE","N","N","1833","558","685","8","2","449"
"HX344884","14/7/14","THEFT","FROM BUILDING","MEDICAL/DENTAL OFFICE","N","N","815","333","442","8","8","2549"
"HX345027","14/7/14","OTHER OFFENSE","LICENSE VIOLATION","MEDICAL/DENTAL OFFICE","Y","N","1112","361","683","9","2","454"
"HX345881","14/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","MEDICAL/DENTAL OFFICE","N","N","922","416","447","11","11","4229"
"HX348933","17/7/14","CRIMINAL TRESPASS","TO LAND","MEDICAL/DENTAL OFFICE","Y","N","1212","499","645","12","2","454"
"HX349297","17/7/14","THEFT","FROM BUILDING","MEDICAL/DENTAL OFFICE","N","N","323","570","336","12","8","2549"
"HX349957","18/7/14","THEFT","$500 AND UNDER","MEDICAL/DENTAL OFFICE","N","N","2524","346","762","17","2","449"
"HX502173","18/7/14","THEFT","OVER $500","MEDICAL/DENTAL OFFICE","N","N","1215","0","0","18","16","7169"
"HX350348","18/7/14","NARCOTICS","FOUND SUSPECT NARCOTICS","MEDICAL/DENTAL OFFICE","Y","N","124","523","604","22","17","8014"
"HX350122","18/7/14","BATTERY","SIMPLE","MEDICAL/DENTAL OFFICE","N","N","1733","394","815","25","2","449"
"HX334239","5/7/14","THEFT","POCKET-PICKING","MOVIE HOUSE/THEATER","N","N","1431","417","757","14","9","2969"
"HX342972","12/7/14","THEFT","POCKET-PICKING","MOVIE HOUSE/THEATER","N","N","1431","417","757","14","9","2969"
"HX394422","6/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","NURSING HOME/RETIREMENT HOME","N","N","512","580","156","2","1","239"
"HX333684","6/7/14","NARCOTICS","FOUND SUSPECT NARCOTICS","NURSING HOME/RETIREMENT HOME","Y","N","1823","523","691","3","17","8014"
"HX335108","7/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","2012","444","916","3","2","449"
"HX336514","7/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","NURSING HOME/RETIREMENT HOME","N","N","932","459","414","3","9","2969"
"HX335571","7/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","Y","N","1232","502","594","3","2","454"
"HX336303","8/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","NURSING HOME/RETIREMENT HOME","N","Y","334","659","323","5","2","444"
"HX338543","9/7/14","ASSAULT","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","2011","400","913","8","0","99"
"HX339897","10/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","314","589","377","8","2","449"
"HX350531","11/7/14","THEFT","$500 AND UNDER","NURSING HOME/RETIREMENT HOME","N","N","1531","302","682","9","2","449"
"HX341882","12/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","2515","270","747","12","2","449"
"HX342190","12/7/14","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","NURSING HOME/RETIREMENT HOME","N","N","835","426","282","15","11","4229"
"HX345220","14/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","2012","444","916","18","2","449"
"HX346101","14/7/14","THEFT","$500 AND UNDER","NURSING HOME/RETIREMENT HOME","N","N","1934","519","787","18","2","449"
"HX346749","15/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","835","426","282","19","2","449"
"HX347259","16/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","1823","523","691","19","2","449"
"HX348719","17/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","334","659","323","20","2","449"
"HX349026","17/7/14","THEFT","OVER $500","NURSING HOME/RETIREMENT HOME","N","N","2012","444","916","20","16","7169"
"HX349388","17/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","214","555","480","20","2","449"
"HX349781","18/7/14","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","N","N","334","659","323","20","2","449"
"HX350700","18/7/14","CRIMINAL TRESPASS","TO LAND","NURSING HOME/RETIREMENT HOME","N","N","1915","498","848","25","2","449"
"HX335512","5/7/14","BATTERY","SIMPLE","OTHER","N","N","1634","294","811","1","2","449"
"HX334240","5/7/14","THEFT","FROM BUILDING","OTHER","N","N","1912","459","852","1","8","2549"
"HX334691","5/7/14","CRIMINAL DAMAGE","TO VEHICLE","OTHER","N","N","1934","519","787","1","9","2969"
"HX405631","5/7/14","DECEPTIVE PRACTICE","THEFT BY LESSEE,MOTOR VEH","OTHER","N","N","814","310","429","1","5","1289"
"HX333381","5/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1834","561","670","1","2","449"
"HX451131","6/7/14","THEFT","FROM BUILDING","OTHER","N","N","2412","394","961","1","8","2549"
"HX336716","6/7/14","CRIMINAL DAMAGE","TO PROPERTY","OTHER","N","N","2521","305","772","1","9","2969"
"HX333224","6/7/14","ROBBERY","STRONGARM - NO WEAPON","OTHER","N","N","422","700","307","1","9","2969"
"HX333484","6/7/14","THEFT","FROM BUILDING","OTHER","N","N","132","570","562","1","8","2549"
"HX333265","6/7/14","BURGLARY","FORCIBLE ENTRY","OTHER","N","N","331","631","320","1","11","4229"
"HX336921","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","2432","474","962","1","2","449"
"HX351559","6/7/14","THEFT","FROM BUILDING","OTHER","N","N","835","426","282","1","8","2549"
"HX375343","6/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","N","N","1411","411","779","1","1","239"
"HX335098","6/7/14","ASSAULT","SIMPLE","OTHER","N","Y","334","659","323","1","0","94"
"HX333831","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1834","561","670","1","2","449"
"HX333659","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1013","350","550","1","2","449"
"HX333724","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","2512","217","750","1","2","449"
"HX343420","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1532","302","650","1","2","449"
"HX333678","6/7/14","THEFT","OVER $500","OTHER","N","N","1814","537","733","1","16","7169"
"HX334855","6/7/14","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","OTHER","N","N","612","467","294","1","1","239"
"HX333622","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1833","558","685","1","2","449"
"HX333662","6/7/14","CRIMINAL TRESPASS","TO LAND","OTHER","Y","N","1935","520","769","1","2","454"
"HX333936","6/7/14","BATTERY","SIMPLE","OTHER","N","N","1713","386","878","1","2","449"
"HX333766","6/7/14","BATTERY","SIMPLE","OTHER","N","N","333","642","341","1","2","449"
"HX333710","6/7/14","OTHER OFFENSE","TELEPHONE THREAT","OTHER","N","N","333","642","341","1","1","239"
"HX333727","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1023","422","580","1","2","449"
"HX333821","6/7/14","THEFT","FROM BUILDING","OTHER","N","N","112","549","638","1","8","2549"
"HX334155","6/7/14","THEFT","FROM BUILDING","OTHER","N","N","1834","561","670","1","8","2549"
"HX334003","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1421","404","727","1","2","449"
"HX344542","6/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1822","502","701","1","2","449"
"HX334262","6/7/14","BURGLARY","FORCIBLE ENTRY","OTHER","N","N","411","560","226","1","11","4229"
"HX338501","6/7/14","OTHER OFFENSE","OTHER VEHICLE OFFENSE","OTHER","N","N","133","564","536","1","11","4229"
"HX337600","7/7/14","THEFT","$500 AND UNDER","OTHER","N","N","735","489","322","1","2","449"
"HX334379","7/7/14","THEFT","$500 AND UNDER","OTHER","Y","N","2533","310","714","1","2","454"
"HX334395","7/7/14","BATTERY","SIMPLE","OTHER","N","N","1914","507","865","1","2","449"
"HX334820","7/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","N","Y","1232","502","594","1","1","234"
"HX490026","7/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER","N","N","823","379","363","1","9","2969"
"HX334780","7/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1811","483","743","1","2","449"
"HX365004","7/7/14","THEFT","$500 AND UNDER","OTHER","N","N","835","426","282","1","2","449"
"HX355080","7/7/14","DECEPTIVE PRACTICE","COUNTERFEIT CHECK","OTHER","Y","N","923","418","419","2","3","594"
"HX335226","7/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","N","Y","1422","379","716","2","1","234"
"HX336220","7/7/14","THEFT","FROM BUILDING","OTHER","N","N","112","549","638","2","8","2549"
"HX334842","7/7/14","KIDNAPPING","UNLAWFUL RESTRAINT","OTHER","N","N","323","570","336","2","6","1709"
"HX360210","7/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER","N","N","735","489","322","2","9","2969"
"HX335170","7/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1814","537","733","2","2","449"
"HX498595","7/7/14","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","OTHER","N","Y","2424","441","993","2","1","234"
"HX335202","7/7/14","ASSAULT","SIMPLE","OTHER","N","N","331","631","320","2","0","99"
"HX356810","7/7/14","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","OTHER","N","N","2533","310","714","2","6","1709"
"HX335063","7/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","OTHER","Y","N","523","539","61","2","11","4234"
"HX335238","7/7/14","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","OTHER","N","N","1533","303","617","2","6","1709"
"HX335152","7/7/14","CRIMINAL TRESPASS","TO LAND","OTHER","Y","N","1511","263","678","2","2","454"
"HX336065","7/7/14","THEFT","FROM COIN-OP MACHINE/DEVICE","OTHER","N","N","1915","498","848","2","2","449"
"HX394370","7/7/14","THEFT","FROM BUILDING","OTHER","Y","N","112","549","638","2","8","2554"
"HX336313","7/7/14","CRIMINAL DAMAGE","TO PROPERTY","OTHER","N","N","2211","388","149","2","9","2969"
"HX336017","7/7/14","THEFT","RETAIL THEFT","OTHER","Y","N","1214","0","0","2","2","454"
"HX335339","7/7/14","CRIMINAL TRESPASS","TO LAND","OTHER","Y","N","2433","471","943","2","2","454"
"HX335301","7/7/14","OTHER OFFENSE","TELEPHONE THREAT","OTHER","N","N","1634","294","811","2","1","239"
"HX335334","7/7/14","THEFT","FROM BUILDING","OTHER","N","N","1731","322","812","2","8","2549"
"HX338072","7/7/14","BATTERY","SIMPLE","OTHER","N","N","1914","507","865","3","2","449"
"HY266558","7/7/14","DECEPTIVE PRACTICE","COMPUTER FRAUD","OTHER","N","N","1612","184","929","3","9","2969"
"HX335390","7/7/14","ASSAULT","SIMPLE","OTHER","N","N","824","428","390","3","0","99"
"HX335706","7/7/14","CRIMINAL TRESPASS","TO LAND","OTHER","N","N","321","623","369","3","2","449"
"HX335452","7/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","OTHER","Y","N","624","561","294","3","2","454"
"HX336114","7/7/14","THEFT","$500 AND UNDER","OTHER","N","N","234","583","409","3","2","449"
"HY155453","7/7/14","INTIMIDATION","INTIMIDATION","OTHER","N","N","531","576","125","3","13","5069"
"HX337484","7/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1032","384","518","3","2","449"
"HX335987","8/7/14","THEFT","FROM BUILDING","OTHER","N","N","1432","439","752","3","8","2549"
"HX337558","8/7/14","CRIMINAL DAMAGE","TO PROPERTY","OTHER","N","N","612","467","294","3","9","2969"
"HX335993","8/7/14","BURGLARY","FORCIBLE ENTRY","OTHER","N","N","211","471","322","3","11","4229"
"HX336028","8/7/14","CRIMINAL TRESPASS","TO LAND","OTHER","Y","N","123","544","615","3","2","454"
"HX347612","8/7/14","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","OTHER","N","N","122","533","637","3","2","449"
"HX336100","8/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","OTHER","N","Y","1813","515","729","3","2","444"
"HX341107","8/7/14","CRIMINAL DAMAGE","TO VEHICLE","OTHER","N","N","314","589","377","3","9","2969"
"HX337671","8/7/14","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","OTHER","N","N","122","533","637","3","6","1709"
"HX346235","8/7/14","DECEPTIVE PRACTICE","COUNTERFEIT CHECK","OTHER","N","N","1232","502","594","4","3","589"
"HX338160","8/7/14","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","OTHER","N","N","1924","483","806","4","9","2969"
"HX336704","8/7/14","BATTERY","SIMPLE","OTHER","N","N","131","549","580","4","2","449"
"HX347214","8/7/14","THEFT","FROM BUILDING","OTHER","N","N","1834","561","670","4","8","2549"
"HX339484","8/7/14","THEFT","FROM BUILDING","OTHER","N","N","1023","422","580","4","8","2549"
"HX336469","8/7/14","BATTERY","SIMPLE","OTHER","N","N","932","459","414","4","2","449"
"HX336670","8/7/14","OTHER OFFENSE","TELEPHONE THREAT","OTHER","N","N","1233","511","566","4","1","239"
"HX337952","8/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1833","558","685","4","2","449"
"HX338035","8/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","OTHER","N","N","1724","0","0","4","11","4229"
"HX338025","8/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","OTHER","N","N","1724","0","0","4","11","4229"
"HX337567","8/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","OTHER","N","N","733","530","322","4","11","4229"
"HX336934","8/7/14","CRIMINAL TRESPASS","TO LAND","OTHER","Y","N","422","700","307","4","2","454"
"HX337028","8/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","OTHER","Y","N","1523","282","652","4","2","454"
"HX337316","8/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER","N","N","1833","558","685","4","9","2969"
"HX337518","8/7/14","BURGLARY","FORCIBLE ENTRY","OTHER","N","N","931","460","434","5","11","4229"
"HX348939","9/7/14","DECEPTIVE PRACTICE","BOGUS CHECK","OTHER","N","N","2412","394","961","5","3","589"
"HX337315","9/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","OTHER","N","Y","313","567","359","5","2","444"
"HX337486","9/7/14","CRIMINAL DAMAGE","TO VEHICLE","OTHER","N","N","1523","282","652","5","9","2969"
"HX339162","9/7/14","BURGLARY","FORCIBLE ENTRY","OTHER","N","N","713","490","385","5","11","4229"
"HX338324","9/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER","N","N","1014","364","570","5","9","2969"
"HX354487","9/7/14","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","OTHER","N","Y","1014","364","570","5","1","234"
"HX337563","9/7/14","ASSAULT","SIMPLE","OTHER","N","N","911","414","500","5","0","99"
"HX337575","9/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1925","513","823","6","2","449"
"HX338619","9/7/14","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","OTHER","N","N","623","537","269","6","1","239"
"HX337659","9/7/14","CRIMINAL TRESPASS","TO LAND","OTHER","Y","N","524","509","94","6","2","454"
"HX337702","9/7/14","THEFT","$500 AND UNDER","OTHER","N","N","814","310","429","6","2","449"
"HX338218","9/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1112","361","683","6","2","449"
"HX379265","9/7/14","THEFT","FROM BUILDING","OTHER","N","N","1833","558","685","6","8","2549"
"HX338118","9/7/14","OTHER OFFENSE","TELEPHONE THREAT","OTHER","N","Y","1031","347","511","6","1","234"
"HX338894","9/7/14","THEFT","$500 AND UNDER","OTHER","N","N","123","544","615","6","2","449"
"HX338432","9/7/14","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","OTHER","N","N","113","549","633","6","6","1709"
"HX337895","9/7/14","THEFT","$500 AND UNDER","OTHER","N","N","1013","350","550","6","2","449"
"HX338090","9/7/14","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","OTHER","Y","N","924","466","459","6","19","15154"
"HX338309","9/7/14","THEFT","OVER $500","OTHER","N","N","822","379","401","6","16","7169"
"HX338972","9/7/14","CRIMINAL DAMAGE","TO VEHICLE","OTHER","N","N","611","681","324","6","9","2969"
"HX338416","9/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","OTHER","N","N","1533","303","617","6","9","2969"
"HX338438","9/7/14","OTHER OFFENSE","TELEPHONE THREAT","OTHER","N","N","2512","217","750","6","1","239"
"HX338141","9/7/14","THEFT","$500 AND UNDER","OTHER","N","N","2524","346","762","6","2","449"
"HX338206","9/7/14","THEFT","RETAIL THEFT","OTHER","Y","N","622","523","294","6","2","454"
"HX338227","9/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","OTHER","Y","Y","2533","310","714","6","11","4229"
