CASE #,DATE  OF OCCURRENCE, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT
HX337253,7/7/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,N,N,1613
HX336209,7/7/2014,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,N,N,924
HX334470,7/7/2014,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,323
HX335764,7/7/2014,THEFT,OVER $500,RESIDENCE,N,N,1214
HX334887,7/7/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,831
HX334473,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,225
HX334481,7/7/2014,ROBBERY,ATTEMPT: ARMED-HANDGUN,ALLEY,N,N,523
HX334483,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,731
HX334350,7/7/2014,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,2223
HX334576,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,433
HX335066,7/7/2014,THEFT,OVER $500,STREET,N,N,132
HX350634,7/7/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,612
HX334502,7/7/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,N,N,1112
HX347463,7/7/2014,ASSAULT,SIMPLE,RESIDENCE,N,N,2432
HX334874,7/7/2014,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,913
HX334486,7/7/2014,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,N,N,1653
HX334668,7/7/2014,CRIMINAL TRESPASS,TO LAND,GAS STATION,Y,N,2523
HX335645,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,621
HX336046,7/7/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,1412
HX334512,7/7/2014,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,N,N,133
HX336138,7/7/2014,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,734
HX335797,7/7/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,922
HX336422,7/7/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1722
HX335169,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,731
HX336496,7/7/2014,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,1233
HX336204,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,321
HX334625,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,433
HX334724,7/7/2014,THEFT,OVER $500,RESIDENCE,N,Y,2022
HX334612,7/7/2014,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,APARTMENT,Y,Y,1023
HX334567,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,234
HX334499,7/7/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,Y,N,311
HX334961,7/7/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,731
HX334543,7/7/2014,BURGLARY,UNLAWFUL ENTRY,PARK PROPERTY,N,N,2531
HX334820,7/7/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,N,Y,1232
HX334538,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,924
HX335763,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1033
HX335329,7/7/2014,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,N,N,912
HX337167,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,1622
HX334536,7/7/2014,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,Y,522
HX334552,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,1533
HX334787,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,N,531
HX334755,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,423
HX334547,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1121
HX334549,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,834
HX334539,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,433
HX334535,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,433
HX334582,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,231
HX335229,7/7/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,214
HX335132,7/7/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,1931
HX336507,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,933
HX336513,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,933
HX336700,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),N,N,1232
HX336839,7/7/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1824
HX338455,7/7/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,1034
HX337598,7/7/2014,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,1821
HX341968,7/7/2014,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,523
HX335625,7/7/2014,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,322
HX334593,7/7/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1212
HX335180,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1423
HX334586,7/7/2014,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING",N,N,1215
HX335551,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1014
HX334641,7/7/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,224
HX335803,7/7/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,233
HX334716,7/7/2014,BATTERY,SIMPLE,SIDEWALK,N,N,1114
HX334592,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,713
HX334561,7/7/2014,ARSON,BY FIRE,RESIDENCE,N,N,221
HX334572,7/7/2014,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,N,N,711
HX334623,7/7/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,412
HX334575,7/7/2014,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,N,Y,1232
HX334570,7/7/2014,BATTERY,SIMPLE,STREET,Y,N,624
HX338042,7/7/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,N,N,1922
HX345428,7/7/2014,THEFT,OVER $500,RESIDENCE,N,N,411
HX347637,7/7/2014,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,N,N,131
HX335739,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1522
HX334684,7/7/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,Y,N,1121
HX335372,7/7/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2522
HX335453,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,112
HY221860,7/7/2014,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,1724
HX335200,7/7/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,833
HX334962,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1113
HX336566,7/7/2014,THEFT,OVER $500,RESIDENCE,N,N,1631
HX339272,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2533
HX339589,7/7/2014,THEFT,OVER $500,RESIDENCE,N,N,2223
HX391429,7/7/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,1531
HX340932,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1215
HX403096,7/7/2014,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",N,N,1033
HX343699,7/7/2014,THEFT,FROM BUILDING,RESIDENCE,N,N,632
HX413801,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,811
HX334650,7/7/2014,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARK PROPERTY,Y,N,1031
HX334768,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,1033
HX490026,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,N,N,823
HX335287,7/7/2014,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),N,N,512
HX334692,7/7/2014,BATTERY,AGG PRO EMP HANDS SERIOUS INJ,CTA BUS,N,N,411
HX334638,7/7/2014,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,Y,N,1423
HX334646,7/7/2014,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,N,Y,322
HX334652,7/7/2014,ASSAULT,SIMPLE,STREET,N,N,925
HX334665,7/7/2014,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,N,Y,1522
HX334706,7/7/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,Y,N,1413
HX340553,7/7/2014,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,N,N,512
HX336173,7/7/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1622
HX335719,7/7/2014,ASSAULT,SIMPLE,STREET,N,N,1434
HX350031,7/7/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,1222
HX334670,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,1223
HX334748,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,1034
HX334915,7/7/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,713
HX334780,7/7/2014,THEFT,$500 AND UNDER,OTHER,N,N,1811
HX334657,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,632
HX334688,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2534
HX334659,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,2533
HX334647,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,2234
HX334746,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,321
HX334728,7/7/2014,THEFT,$500 AND UNDER,HOTEL/MOTEL,N,N,312
HX334711,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,2013
HX334693,7/7/2014,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,Y,N,1652
HX334702,7/7/2014,ASSAULT,SIMPLE,CTA STATION,Y,N,1933
HX335020,7/7/2014,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,1414
HX335481,7/7/2014,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,422
HX365004,7/7/2014,THEFT,$500 AND UNDER,OTHER,N,N,835
HX355080,7/7/2014,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER,Y,N,923
HX376963,7/7/2014,THEFT,FROM BUILDING,RESIDENCE,N,N,634
HX335413,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1935
HX335087,7/7/2014,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY GROUNDS,N,N,123
HX336331,7/7/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,722
HX346100,7/7/2014,BURGLARY,UNLAWFUL ENTRY,ABANDONED BUILDING,N,N,511
HX334984,7/7/2014,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1611
HX383179,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2424
HX337566,7/7/2014,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,613
HX335226,7/7/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,N,Y,1422
HX334775,7/7/2014,THEFT,$500 AND UNDER,ALLEY,Y,N,825
HX334740,7/7/2014,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,Y,N,322
HX334714,7/7/2014,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,N,N,1653
HX335223,7/7/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1413
HX334727,7/7/2014,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,N,N,1623
HX334712,7/7/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,Y,N,613
HX336220,7/7/2014,THEFT,FROM BUILDING,OTHER,N,N,112
HX334842,7/7/2014,KIDNAPPING,UNLAWFUL RESTRAINT,OTHER,N,N,323
HX335210,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING/GROUNDS,N,N,1834
HX334749,7/7/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,431
HX334753,7/7/2014,NARCOTICS,POSS: CRACK,STREET,Y,N,2533
HX334760,7/7/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,N,Y,1513
HX334785,7/7/2014,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,VEHICLE NON-COMMERCIAL,Y,Y,1533
HX334770,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,825
HX334807,7/7/2014,THEFT,FROM BUILDING,RESIDENCE,N,Y,631
HX335322,7/7/2014,THEFT,POCKET-PICKING,CTA TRAIN,N,N,224
HX339637,7/7/2014,THEFT,OVER $500,APARTMENT,N,N,921
HX346318,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,2223
HX334786,7/7/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,624
HX334975,7/7/2014,THEFT,FROM BUILDING,PARK PROPERTY,N,N,1612
HX334789,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,715
HX334827,7/7/2014,ASSAULT,SIMPLE,SIDEWALK,Y,N,2022
HX334808,7/7/2014,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,Y,N,2533
HX334800,7/7/2014,NARCOTICS,POSS: CRACK,STREET,Y,N,1133
HX334788,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,215
HX334816,7/7/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,715
HX334809,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,725
HX334869,7/7/2014,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,Y,N,832
HX335014,7/7/2014,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,Y,N,511
HX334836,7/7/2014,ASSAULT,SIMPLE,RESIDENCE-GARAGE,N,Y,432
HX334956,7/7/2014,THEFT,$500 AND UNDER,STREET,N,N,1834
HX336719,7/7/2014,THEFT,$500 AND UNDER,BARBERSHOP,N,N,923
HX344362,7/7/2014,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,634
HX334838,7/7/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,N,N,831
HX334833,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),Y,Y,313
HX334868,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,Y,N,1731
HX334904,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,513
HX334873,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,1125
HX334937,7/7/2014,NARCOTICS,POSS: HEROIN(WHITE),STREET,Y,N,1121
HX334845,7/7/2014,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,POLICE FACILITY/VEH PARKING LOT,Y,N,2515
HX334888,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,712
HX336133,7/7/2014,THEFT,POCKET-PICKING,SIDEWALK,N,N,1931
HX334914,7/7/2014,THEFT,POCKET-PICKING,RESIDENCE PORCH/HALLWAY,N,N,624
HX365384,7/7/2014,ASSAULT,SIMPLE,STREET,N,N,333
HX335017,7/7/2014,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,931
HX335883,7/7/2014,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,631
HX433692,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2524
HX429516,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,N,N,2221
HX335351,7/7/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,122
HX460254,7/7/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,2413
HX337649,7/7/2014,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),N,N,422
HX336053,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,612
HX346047,7/7/2014,THEFT,FROM BUILDING,APARTMENT,N,N,2023
HX335171,7/7/2014,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,N,Y,634
HX347022,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2023
HX360210,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,N,N,735
HX334919,7/7/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,2533
HX334955,7/7/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,623
HX334867,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1123
HX334870,7/7/2014,OTHER OFFENSE,PAROLE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),Y,N,332
HX334906,7/7/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,723
HX334871,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,531
HX334923,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,433
HX334930,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,Y,N,2512
HX334989,7/7/2014,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,114
HX335436,7/7/2014,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,N,N,1431
HX334913,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1532
HX334891,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,N,726
HX335086,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,533
HX335067,7/7/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1732
HX334971,7/7/2014,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,Y,N,123
HX334950,7/7/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,Y,N,1732
HX334924,7/7/2014,THEFT,PURSE-SNATCHING,SIDEWALK,N,N,915
HX335003,7/7/2014,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,"SCHOOL, PUBLIC, BUILDING",Y,N,622
HX335175,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,N,N,1824
HX334884,7/7/2014,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,234
HX334889,7/7/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,2513
HX337631,7/7/2014,ASSAULT,SIMPLE,STREET,N,N,733
HX335170,7/7/2014,THEFT,$500 AND UNDER,OTHER,N,N,1814
HX335412,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1935
HX335471,7/7/2014,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,1611
HX335336,7/7/2014,THEFT,FROM BUILDING,DRUG STORE,N,N,1831
HX284832,7/7/2014,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,1034
HX334926,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,Y,2532
HX334901,7/7/2014,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS STOP,N,N,133
HX345703,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,N,N,1222
HX334912,7/7/2014,ASSAULT,SIMPLE,SIDEWALK,N,N,113
HX335244,7/7/2014,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,Y,N,321
HX354471,7/7/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CURRENCY EXCHANGE,N,N,1221
HX334973,7/7/2014,ASSAULT,SIMPLE,APARTMENT,N,Y,412
HX334931,7/7/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA BUS,N,N,621
HX334935,7/7/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,621
HX334916,7/7/2014,THEFT,OVER $500,SIDEWALK,N,N,712
HX335106,7/7/2014,THEFT,FROM BUILDING,HOTEL/MOTEL,N,N,1824
HX336098,7/7/2014,THEFT,OVER $500,SIDEWALK,N,N,1424
HX498595,7/7/2014,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,N,Y,2424
HX335300,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,232
HX356792,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,213
HX336250,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,411
HX335089,7/7/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COLLEGE/UNIVERSITY GROUNDS,N,N,123
HX339144,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1925
HX337573,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,621
HX334999,7/7/2014,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,N,N,434
HX335064,7/7/2014,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,913
HX335202,7/7/2014,ASSAULT,SIMPLE,OTHER,N,N,331
HX335402,7/7/2014,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2424
HX335044,7/7/2014,THEFT,POCKET-PICKING,SIDEWALK,N,N,1834
HX335039,7/7/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,833
HX337761,7/7/2014,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,N,N,1224
HX334997,7/7/2014,THEFT,OVER $500,STREET,N,N,914
HX336311,7/7/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1014
HX508178,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,221
HX335681,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1915
HX366282,7/7/2014,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,222
HX336518,7/7/2014,THEFT,$500 AND UNDER,HOTEL/MOTEL,N,N,1834
HX409574,7/7/2014,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,N,Y,832
HX335055,7/7/2014,THEFT,POCKET-PICKING,STREET,N,N,122
HX335019,7/7/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Y,N,824
HX334998,7/7/2014,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),Y,Y,522
HX335720,7/7/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,524
HX356810,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,N,N,2533
HX334992,7/7/2014,ASSAULT,SIMPLE,STREET,N,N,2432
HX335063,7/7/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,OTHER,Y,N,523
HX335029,7/7/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,Y,N,1532
HX335248,7/7/2014,THEFT,OVER $500,SMALL RETAIL STORE,N,N,2423
HX335284,7/7/2014,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,RESIDENCE PORCH/HALLWAY,N,N,613
HX335056,7/7/2014,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,123
HX335059,7/7/2014,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1532
HX335057,7/7/2014,BATTERY,SIMPLE,STREET,N,N,2222
HX335742,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,513
HX335234,7/7/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,Y,323
HX335370,7/7/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,Y,713
HX335112,7/7/2014,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,1013
HX335275,7/7/2014,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1214
HX335312,7/7/2014,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),N,N,512
HX335060,7/7/2014,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,214
HX335081,7/7/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1933
HX343726,7/7/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,1624
HX336607,7/7/2014,THEFT,OVER $500,STREET,N,N,431
HX336336,7/7/2014,THEFT,OVER $500,RESIDENCE,N,N,1133
HX336208,7/7/2014,THEFT,FROM BUILDING,POLICE FACILITY/VEH PARKING LOT,N,N,213
HX335049,7/7/2014,THEFT,$500 AND UNDER,SIDEWALK,N,N,512
HX349001,7/7/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,726
HX335033,7/7/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),Y,N,1131
HX335036,7/7/2014,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,1222
HX335094,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,934
HX335061,7/7/2014,ASSAULT,SIMPLE,SIDEWALK,N,Y,423
